2, 0.20537853240966797, 29.813081741333008, 1, 1
2, 0.13288402557373047, 29.147088289260864, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
0, 0, 4.76837158203125e-07, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
6, 0.32610201835632324, 43.97214865684509, 1, 1
2, 0.08854842185974121, 15.918090105056763, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
2, 0.13710856437683105, 24.378856897354126, 1, 1
1, 0.06839251518249512, 13.697620391845703, 1, 1
30, 1.9651927947998047, 17.24257802963257, 1, 1
27, 1.8038427829742432, 26.714275121688843, 1, 1
0, 0, 4.76837158203125e-07, 1, 1
3, 0.17868733406066895, 34.83106184005737, 1, 1
0, 0, 2.384185791015625e-07, 1, 1
5, 0.45192790031433105, 51.85840845108032, 1, 1
1, 0.08731818199157715, 16.500768184661865, 1, 1
1, 0.057472944259643555, 27.778533458709717, 1, 1
